ORIGINAL_ROW_ID,ORIGINAL_REQUIREMENT_ID,ORIGINAL_TITLE,CLASSIFICATION,CANONICAL_REQ_ID,CANONICAL_RELATION,IS_NORMATIVE,IS_STITCH_OR_UI_STATE,IS_GATE,IS_LEGACY,IS_SUPERSEDED,NOTES
229,REQ-DOC-FINAL-061,Trace and reconcile source document: 02_사용자_스토리_문서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
230,REQ-DOC-FINAL-062,Trace and reconcile source document: 03_유스케이스_명세서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
231,REQ-DOC-FINAL-063,Trace and reconcile source document: 04_수락_기준_문서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
232,REQ-DOC-FINAL-064,Trace and reconcile source document: 05_계산_정책_문서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
233,REQ-DOC-FINAL-065,Trace and reconcile source document: 06_급여_관리_기능_명세서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
234,REQ-DOC-FINAL-066,Trace and reconcile source document: 07_고정지출_관리_명세서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
235,REQ-DOC-FINAL-067,Trace and reconcile source document: 08_고정저축_관리_명세서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
236,REQ-DOC-FINAL-068,Trace and reconcile source document: 09_일일_예산_관리_명세서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
237,REQ-DOC-FINAL-069,Trace and reconcile source document: 10_변동지출_기록_명세서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
238,REQ-DOC-FINAL-070,Trace and reconcile source document: 11_알림_기능_명세서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
239,REQ-DOC-FINAL-071,Trace and reconcile source document: 12_레벨업_기능_명세서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
240,REQ-DOC-FINAL-072,Trace and reconcile source document: 13_커뮤니티_기능_명세서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
241,REQ-DOC-FINAL-073,Trace and reconcile source document: 14_글쓰기_기능_명세서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
242,REQ-DOC-FINAL-074,Trace and reconcile source document: 15_마이페이지_기능_명세서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
243,REQ-DOC-FINAL-075,Trace and reconcile source document: 16_광고_제휴_배너_기능_명세서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
244,REQ-DOC-FINAL-076,Trace and reconcile source document: 00_데이터_DB_문서_8종_최종본_INDEX,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
245,REQ-DOC-FINAL-077,Trace and reconcile source document: 01_데이터_모델_정의서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
246,REQ-DOC-FINAL-078,Trace and reconcile source document: 02_ERD_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
247,REQ-DOC-FINAL-079,Trace and reconcile source document: 03_테이블_정의서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
248,REQ-DOC-FINAL-080,Trace and reconcile source document: 04_데이터_사전_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
249,REQ-DOC-FINAL-081,Trace and reconcile source document: 05_상태값_정의서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
250,REQ-DOC-FINAL-082,Trace and reconcile source document: 06_금액_데이터_처리_정책서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
251,REQ-DOC-FINAL-083,Trace and reconcile source document: 07_데이터_보존_삭제_정책서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
252,REQ-DOC-FINAL-084,Trace and reconcile source document: 08_샘플_데이터_문서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
253,REQ-DOC-FINAL-085,Trace and reconcile source document: 00_API_백엔드_문서_8종_최종본_INDEX,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
254,REQ-DOC-FINAL-086,Trace and reconcile source document: 01_API_명세서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
255,REQ-DOC-FINAL-087,Trace and reconcile source document: 02_인증_인가_명세서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
256,REQ-DOC-FINAL-088,Trace and reconcile source document: 03_소셜_로그인_연동_문서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
257,REQ-DOC-FINAL-089,Trace and reconcile source document: 04_파일_업로드_명세서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
258,REQ-DOC-FINAL-090,Trace and reconcile source document: 05_푸시_알림_API_명세서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
259,REQ-DOC-FINAL-091,Trace and reconcile source document: 06_검색_필터_API_명세서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
260,REQ-DOC-FINAL-092,Trace and reconcile source document: 07_관리자_API_명세서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
261,REQ-DOC-FINAL-093,Trace and reconcile source document: 08_배치_스케줄러_설계서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
262,REQ-DOC-FINAL-094,Trace and reconcile source document: 00_기술_설계문서_10종_최종본_INDEX,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
263,REQ-DOC-FINAL-095,Trace and reconcile source document: 01_기술_아키텍처_설계서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
264,REQ-DOC-FINAL-096,Trace and reconcile source document: 02_프론트엔드_아키텍처_문서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
265,REQ-DOC-FINAL-097,Trace and reconcile source document: 03_백엔드_아키텍처_문서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
266,REQ-DOC-FINAL-098,Trace and reconcile source document: 04_인프라_설계서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
267,REQ-DOC-FINAL-099,Trace and reconcile source document: 05_확장성_설계서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
268,REQ-DOC-FINAL-100,Trace and reconcile source document: 06_성능_요구사항_문서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
269,REQ-DOC-FINAL-101,Trace and reconcile source document: 07_로깅_모니터링_설계서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
270,REQ-DOC-FINAL-102,Trace and reconcile source document: 08_백업_복구_정책서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
271,REQ-DOC-FINAL-103,Trace and reconcile source document: 09_환경변수_시크릿_관리_문서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
272,REQ-DOC-FINAL-104,Trace and reconcile source document: 10_CI_CD_문서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
273,REQ-DOC-FINAL-105,Trace and reconcile source document: 00_보안_개인정보_정책문서_10종_최종본_INDEX,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
274,REQ-DOC-FINAL-106,Trace and reconcile source document: 01_개인정보_처리_설계서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
275,REQ-DOC-FINAL-107,Trace and reconcile source document: 02_민감정보_분류표_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
276,REQ-DOC-FINAL-108,Trace and reconcile source document: 03_동의_화면_명세서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
277,REQ-DOC-FINAL-109,Trace and reconcile source document: 04_권한_정책서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
278,REQ-DOC-FINAL-110,Trace and reconcile source document: 05_보안_요구사항_정의서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
279,REQ-DOC-FINAL-111,Trace and reconcile source document: 06_광고_데이터_분리_정책서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
280,REQ-DOC-FINAL-112,Trace and reconcile source document: 07_커뮤니티_운영_정책서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
281,REQ-DOC-FINAL-113,Trace and reconcile source document: 08_콘텐츠_면책_안내_문서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
282,REQ-DOC-FINAL-114,Trace and reconcile source document: 09_약관_초안_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
283,REQ-DOC-FINAL-115,Trace and reconcile source document: 10_개인정보처리방침_초안_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
284,REQ-DOC-FINAL-116,Trace and reconcile source document: 00_QA_테스트_문서_11종_최종본_INDEX,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
285,REQ-DOC-FINAL-117,Trace and reconcile source document: 01_QA_계획서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
286,REQ-DOC-FINAL-118,Trace and reconcile source document: 02_테스트_케이스_문서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
287,REQ-DOC-FINAL-119,Trace and reconcile source document: 03_시나리오_테스트_문서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
288,REQ-DOC-FINAL-120,Trace and reconcile source document: 04_API_테스트_문서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
289,REQ-DOC-FINAL-121,Trace and reconcile source document: 05_금액_계산_테스트_문서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
290,REQ-DOC-FINAL-122,Trace and reconcile source document: 06_디바이스_테스트_매트릭스_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
291,REQ-DOC-FINAL-123,Trace and reconcile source document: 07_성능_테스트_계획서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
292,REQ-DOC-FINAL-124,Trace and reconcile source document: 08_보안_테스트_체크리스트_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
293,REQ-DOC-FINAL-125,Trace and reconcile source document: 09_회귀_테스트_체크리스트_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
294,REQ-DOC-FINAL-126,Trace and reconcile source document: 10_버그_리포트_템플릿_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
295,REQ-DOC-FINAL-127,Trace and reconcile source document: 11_UAT_사용자_인수_테스트_문서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
296,REQ-DOC-FINAL-128,Trace and reconcile source document: LEVEL_UP_CONTENT_OPERATIONS_POLICY,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
297,REQ-DOC-ROOT-006,Trace and reconcile source document: decision-record-template,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
298,REQ-DOC-ROOT-007,Trace and reconcile source document: document-status-policy,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
299,REQ-DOC-ROOT-008,Trace and reconcile source document: structure-change-policy,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
300,REQ-DOC-ROOT-009,Trace and reconcile source document: README,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
301,REQ-DOC-ROOT-010,Trace and reconcile source document: README,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
302,REQ-DOC-ROOT-011,Trace and reconcile source document: 급여납치 어플리케이션 디자인,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
303,REQ-DOC-ROOT-012,Trace and reconcile source document: 급여납치 화면 및 기능 설계 기획안,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
304,REQ-DOC-ROOT-013,Trace and reconcile source document: 2026-07-11-level-up-content-engine,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
305,REQ-DOC-ROOT-014,Trace and reconcile source document: 2026-07-11-level-up-content-engine-design,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
